name,what have been runned,output
Epoch 1/20:  36%|█████▋          | 286/800 [06:57<09:32,  1.11s/it, loss=0.4070]
Epoch 1/20:  36%|█████▋          | 286/800 [06:59<09:32,  1.11s/it, loss=0.9437]
Epoch 1/20:  36%|█████▋          | 287/800 [06:59<09:58,  1.17s/it, loss=0.9437]
Epoch 1/20:  36%|█████▋          | 287/800 [07:00<09:58,  1.17s/it, loss=0.5162]
Epoch 1/20:  36%|█████▊          | 288/800 [07:00<11:02,  1.29s/it, loss=0.5162]
Epoch 1/20:  36%|█████▊          | 288/800 [07:02<11:02,  1.29s/it, loss=0.6135]
Epoch 1/20:  36%|█████▊          | 289/800 [07:02<11:23,  1.34s/it, loss=0.6135]
Epoch 1/20:  36%|█████▊          | 289/800 [07:04<11:23,  1.34s/it, loss=0.4482]
Epoch 1/20:  36%|█████▊          | 290/800 [07:04<14:35,  1.72s/it, loss=0.4482]
Epoch 1/20:  36%|█████▊          | 290/800 [07:05<14:35,  1.72s/it, loss=0.4911]
Epoch 1/20:  36%|█████▊          | 291/800 [07:05<12:02,  1.42s/it, loss=0.4911]
Epoch 1/20:  36%|█████▊          | 291/800 [07:08<12:02,  1.42s/it, loss=0.7315]
Epoch 1/20:  36%|█████▊          | 292/800 [07:08<16:05,  1.90s/it, loss=0.7315]
Epoch 1/20:  36%|█████▊          | 292/800 [07:09<16:05,  1.90s/it, loss=0.5567]
Epoch 1/20:  37%|█████▊          | 293/800 [07:09<13:08,  1.56s/it, loss=0.5567]
Epoch 1/20:  37%|█████▊          | 293/800 [07:11<13:08,  1.56s/it, loss=0.8328]
Epoch 1/20:  37%|█████▉          | 294/800 [07:11<14:50,  1.76s/it, loss=0.8328]
Epoch 1/20:  37%|█████▉          | 294/800 [07:12<14:50,  1.76s/it, loss=0.6920]
Epoch 1/20:  37%|█████▉          | 295/800 [07:12<12:11,  1.45s/it, loss=0.6920]
Epoch 1/20:  37%|█████▉          | 295/800 [07:13<12:11,  1.45s/it, loss=0.7223]
Epoch 1/20:  37%|█████▉          | 296/800 [07:13<12:53,  1.53s/it, loss=0.7223]
Epoch 1/20:  37%|█████▉          | 296/800 [07:14<12:53,  1.53s/it, loss=0.9605]
Epoch 1/20:  37%|█████▉          | 297/800 [07:14<10:57,  1.31s/it, loss=0.9605]
Epoch 1/20:  37%|█████▉          | 297/800 [07:15<10:57,  1.31s/it, loss=0.7098]
Epoch 1/20:  37%|█████▉          | 298/800 [07:15<10:39,  1.27s/it, loss=0.7098]
Epoch 1/20:  37%|█████▉          | 298/800 [07:16<10:39,  1.27s/it, loss=0.7739]
Epoch 1/20:  37%|█████▉          | 299/800 [07:16<09:10,  1.10s/it, loss=0.7739]
Epoch 1/20:  37%|█████▉          | 299/800 [07:18<09:10,  1.10s/it, loss=1.1093]
Epoch 1/20:  38%|██████          | 300/800 [07:18<11:05,  1.33s/it, loss=1.1093]
Epoch 1/20:  38%|██████          | 300/800 [07:19<11:05,  1.33s/it, loss=1.1089]
Epoch 1/20:  38%|██████          | 301/800 [07:19<09:37,  1.16s/it, loss=1.1089]
Epoch 1/20:  38%|██████          | 301/800 [07:21<09:37,  1.16s/it, loss=0.7007]
Epoch 1/20:  38%|██████          | 302/800 [07:21<11:23,  1.37s/it, loss=0.7007]
Epoch 1/20:  38%|██████          | 302/800 [07:21<11:23,  1.37s/it, loss=0.5891]
Epoch 1/20:  38%|██████          | 303/800 [07:21<09:46,  1.18s/it, loss=0.5891]
Epoch 1/20:  38%|██████          | 303/800 [07:24<09:46,  1.18s/it, loss=0.7037]
Epoch 1/20:  38%|██████          | 304/800 [07:24<13:35,  1.64s/it, loss=0.7037]
Epoch 1/20:  38%|██████          | 304/800 [07:25<13:35,  1.64s/it, loss=0.7913]
Epoch 1/20:  38%|██████          | 305/800 [07:25<11:26,  1.39s/it, loss=0.7913]
Epoch 1/20:  38%|██████          | 305/800 [07:26<11:26,  1.39s/it, loss=0.7242]
Epoch 1/20:  38%|██████          | 306/800 [07:26<11:25,  1.39s/it, loss=0.7242]
Epoch 1/20:  38%|██████          | 306/800 [07:27<11:25,  1.39s/it, loss=0.7678]
Epoch 1/20:  38%|██████▏         | 307/800 [07:27<10:01,  1.22s/it, loss=0.7678]
Epoch 1/20:  38%|██████▏         | 307/800 [07:30<10:01,  1.22s/it, loss=0.4670]
Epoch 1/20:  38%|██████▏         | 308/800 [07:30<13:06,  1.60s/it, loss=0.4670]
Epoch 1/20:  38%|██████▏         | 308/800 [07:30<13:06,  1.60s/it, loss=0.7675]
Epoch 1/20:  39%|██████▏         | 309/800 [07:30<11:03,  1.35s/it, loss=0.7675]
Epoch 1/20:  39%|██████▏         | 309/800 [07:32<11:03,  1.35s/it, loss=0.5289]
Epoch 1/20:  39%|██████▏         | 310/800 [07:32<11:26,  1.40s/it, loss=0.5289]
Epoch 1/20:  39%|██████▏         | 310/800 [07:33<11:26,  1.40s/it, loss=0.6227]
Epoch 1/20:  39%|██████▏         | 311/800 [07:33<09:44,  1.19s/it, loss=0.6227]
Epoch 1/20:  39%|██████▏         | 311/800 [07:34<09:44,  1.19s/it, loss=0.9361]
Epoch 1/20:  39%|██████▏         | 312/800 [07:34<10:00,  1.23s/it, loss=0.9361]
Epoch 1/20:  39%|██████▏         | 312/800 [07:35<10:00,  1.23s/it, loss=0.7202]
Epoch 1/20:  39%|██████▎         | 313/800 [07:35<08:42,  1.07s/it, loss=0.7202]
Epoch 1/20:  39%|██████▎         | 313/800 [07:37<08:42,  1.07s/it, loss=0.2721]
Epoch 1/20:  39%|██████▎         | 314/800 [07:37<13:09,  1.62s/it, loss=0.2721]
Epoch 1/20:  39%|██████▎         | 314/800 [07:38<13:09,  1.62s/it, loss=0.8573]
Epoch 1/20:  39%|██████▎         | 315/800 [07:38<10:55,  1.35s/it, loss=0.8573]
Epoch 1/20:  39%|██████▎         | 315/800 [07:41<10:55,  1.35s/it, loss=0.7417]
Epoch 1/20:  40%|██████▎         | 316/800 [07:41<13:32,  1.68s/it, loss=0.7417]
Epoch 1/20:  40%|██████▎         | 316/800 [07:41<13:32,  1.68s/it, loss=0.6534]
Epoch 1/20:  40%|██████▎         | 317/800 [07:41<11:12,  1.39s/it, loss=0.6534]
Epoch 1/20:  40%|██████▎         | 317/800 [07:44<11:12,  1.39s/it, loss=0.6084]
Epoch 1/20:  40%|██████▎         | 318/800 [07:44<14:12,  1.77s/it, loss=0.6084]
Epoch 1/20:  40%|██████▎         | 318/800 [07:45<14:12,  1.77s/it, loss=0.3061]
Epoch 1/20:  40%|██████▍         | 319/800 [07:45<11:37,  1.45s/it, loss=0.3061]
Epoch 1/20:  40%|██████▍         | 319/800 [07:47<11:37,  1.45s/it, loss=0.5994]
Epoch 1/20:  40%|██████▍         | 320/800 [07:47<14:30,  1.81s/it, loss=0.5994]
Epoch 1/20:  40%|██████▍         | 320/800 [07:48<14:30,  1.81s/it, loss=0.6773]
Epoch 1/20:  40%|██████▍         | 321/800 [07:48<11:55,  1.49s/it, loss=0.6773]
Epoch 1/20:  40%|██████▍         | 321/800 [07:49<11:55,  1.49s/it, loss=0.6467]
Epoch 1/20:  40%|██████▍         | 322/800 [07:49<11:16,  1.42s/it, loss=0.6467]
Epoch 1/20:  40%|██████▍         | 322/800 [07:50<11:16,  1.42s/it, loss=0.5321]
Epoch 1/20:  40%|██████▍         | 323/800 [07:50<09:37,  1.21s/it, loss=0.5321]
Epoch 1/20:  40%|██████▍         | 323/800 [07:51<09:37,  1.21s/it, loss=0.5725]
Epoch 1/20:  40%|██████▍         | 324/800 [07:51<09:54,  1.25s/it, loss=0.5725]
Epoch 1/20:  40%|██████▍         | 324/800 [07:52<09:54,  1.25s/it, loss=0.3824]
Epoch 1/20:  41%|██████▌         | 325/800 [07:52<08:42,  1.10s/it, loss=0.3824]
Epoch 1/20:  41%|██████▌         | 325/800 [07:53<08:42,  1.10s/it, loss=0.6304]
Epoch 1/20:  41%|██████▌         | 326/800 [07:53<08:51,  1.12s/it, loss=0.6304]
Epoch 1/20:  41%|██████▌         | 326/800 [07:54<08:51,  1.12s/it, loss=0.6199]
Epoch 1/20:  41%|██████▌         | 327/800 [07:54<08:04,  1.02s/it, loss=0.6199]
Epoch 1/20:  41%|██████▌         | 327/800 [07:56<08:04,  1.02s/it, loss=0.6145]
Epoch 1/20:  41%|██████▌         | 328/800 [07:56<09:06,  1.16s/it, loss=0.6145]
Epoch 1/20:  41%|██████▌         | 328/800 [07:56<09:06,  1.16s/it, loss=0.7626]
Epoch 1/20:  41%|██████▌         | 329/800 [07:56<08:07,  1.04s/it, loss=0.7626]
Epoch 1/20:  41%|██████▌         | 329/800 [08:00<08:07,  1.04s/it, loss=0.5785]
Epoch 1/20:  41%|██████▌         | 330/800 [08:00<13:13,  1.69s/it, loss=0.5785]
Epoch 1/20:  41%|██████▌         | 330/800 [08:00<13:13,  1.69s/it, loss=0.6342]
Epoch 1/20:  41%|██████▌         | 331/800 [08:00<10:54,  1.40s/it, loss=0.6342]
Epoch 1/20:  41%|██████▌         | 331/800 [08:02<10:54,  1.40s/it, loss=0.7576]
Epoch 1/20:  42%|██████▋         | 332/800 [08:02<12:41,  1.63s/it, loss=0.7576]
Epoch 1/20:  42%|██████▋         | 332/800 [08:03<12:41,  1.63s/it, loss=0.3175]
Epoch 1/20:  42%|██████▋         | 333/800 [08:03<10:40,  1.37s/it, loss=0.3175]
Epoch 1/20:  42%|██████▋         | 333/800 [08:05<10:40,  1.37s/it, loss=0.5345]
Epoch 1/20:  42%|██████▋         | 334/800 [08:05<11:17,  1.45s/it, loss=0.5345]
Epoch 1/20:  42%|██████▋         | 334/800 [08:06<11:17,  1.45s/it, loss=0.6758]
Epoch 1/20:  42%|██████▋         | 335/800 [08:06<09:37,  1.24s/it, loss=0.6758]
Epoch 1/20:  42%|██████▋         | 335/800 [08:07<09:37,  1.24s/it, loss=0.5804]
Epoch 1/20:  42%|██████▋         | 336/800 [08:07<09:43,  1.26s/it, loss=0.5804]
Epoch 1/20:  42%|██████▋         | 336/800 [08:08<09:43,  1.26s/it, loss=0.6432]
Epoch 1/20:  42%|██████▋         | 337/800 [08:08<08:36,  1.12s/it, loss=0.6432]
Epoch 1/20:  42%|██████▋         | 337/800 [08:10<08:36,  1.12s/it, loss=0.7436]
Epoch 1/20:  42%|██████▊         | 338/800 [08:10<10:15,  1.33s/it, loss=0.7436]
Epoch 1/20:  42%|██████▊         | 338/800 [08:11<10:15,  1.33s/it, loss=0.6700]
Epoch 1/20:  42%|██████▊         | 339/800 [08:11<09:47,  1.27s/it, loss=0.6700]
Epoch 1/20:  42%|██████▊         | 339/800 [08:13<09:47,  1.27s/it, loss=0.9346]
Epoch 1/20:  42%|██████▊         | 340/800 [08:13<11:36,  1.51s/it, loss=0.9346]
Epoch 1/20:  42%|██████▊         | 340/800 [08:13<11:36,  1.51s/it, loss=0.3920]
Epoch 1/20:  43%|██████▊         | 341/800 [08:13<09:41,  1.27s/it, loss=0.3920]
Epoch 1/20:  43%|██████▊         | 341/800 [08:15<09:41,  1.27s/it, loss=0.6522]
Epoch 1/20:  43%|██████▊         | 342/800 [08:15<11:01,  1.44s/it, loss=0.6522]
Epoch 1/20:  43%|██████▊         | 342/800 [08:17<11:01,  1.44s/it, loss=0.4373]
Epoch 1/20:  43%|██████▊         | 343/800 [08:17<12:14,  1.61s/it, loss=0.4373]
Epoch 1/20:  43%|██████▊         | 343/800 [08:18<12:14,  1.61s/it, loss=0.6952]
Epoch 1/20:  43%|██████▉         | 344/800 [08:18<10:11,  1.34s/it, loss=0.6952]
Epoch 1/20:  43%|██████▉         | 344/800 [08:21<10:11,  1.34s/it, loss=0.6845]
Epoch 1/20:  43%|██████▉         | 345/800 [08:21<12:51,  1.70s/it, loss=0.6845]
Epoch 1/20:  43%|██████▉         | 345/800 [08:21<12:51,  1.70s/it, loss=0.5465]
Epoch 1/20:  43%|██████▉         | 346/800 [08:21<10:40,  1.41s/it, loss=0.5465]
Epoch 1/20:  43%|██████▉         | 346/800 [08:23<10:40,  1.41s/it, loss=0.3404]
Epoch 1/20:  43%|██████▉         | 347/800 [08:23<11:18,  1.50s/it, loss=0.3404]
Epoch 1/20:  43%|██████▉         | 347/800 [08:24<11:18,  1.50s/it, loss=0.5384]
Epoch 1/20:  44%|██████▉         | 348/800 [08:24<09:35,  1.27s/it, loss=0.5384]
Epoch 1/20:  44%|██████▉         | 348/800 [08:26<09:35,  1.27s/it, loss=0.5001]
Epoch 1/20:  44%|██████▉         | 349/800 [08:26<12:33,  1.67s/it, loss=0.5001]
Epoch 1/20:  44%|██████▉         | 349/800 [08:27<12:33,  1.67s/it, loss=0.4288]
Epoch 1/20:  44%|███████         | 350/800 [08:27<10:29,  1.40s/it, loss=0.4288]
Epoch 1/20:  44%|███████         | 350/800 [08:29<10:29,  1.40s/it, loss=0.6195]
Epoch 1/20:  44%|███████         | 351/800 [08:29<11:06,  1.48s/it, loss=0.6195]
Epoch 1/20:  44%|███████         | 351/800 [08:29<11:06,  1.48s/it, loss=0.4168]
Epoch 1/20:  44%|███████         | 352/800 [08:29<09:23,  1.26s/it, loss=0.4168]
Epoch 1/20:  44%|███████         | 352/800 [08:31<09:23,  1.26s/it, loss=0.4520]
Epoch 1/20:  44%|███████         | 353/800 [08:31<10:13,  1.37s/it, loss=0.4520]
Epoch 1/20:  44%|███████         | 353/800 [08:32<10:13,  1.37s/it, loss=0.9481]
Epoch 1/20:  44%|███████         | 354/800 [08:32<08:51,  1.19s/it, loss=0.9481]
Epoch 1/20:  44%|███████         | 354/800 [08:34<08:51,  1.19s/it, loss=0.6509]
Epoch 1/20:  44%|███████         | 355/800 [08:34<11:05,  1.49s/it, loss=0.6509]
Epoch 1/20:  44%|███████         | 355/800 [08:35<11:05,  1.49s/it, loss=0.7427]
Epoch 1/20:  44%|███████         | 356/800 [08:35<09:36,  1.30s/it, loss=0.7427]
Epoch 1/20:  44%|███████         | 356/800 [08:37<09:36,  1.30s/it, loss=0.4270]
Epoch 1/20:  45%|███████▏        | 357/800 [08:37<11:55,  1.62s/it, loss=0.4270]
Epoch 1/20:  45%|███████▏        | 357/800 [08:38<11:55,  1.62s/it, loss=0.7112]
Epoch 1/20:  45%|███████▏        | 358/800 [08:38<09:57,  1.35s/it, loss=0.7112]
Epoch 1/20:  45%|███████▏        | 358/800 [08:41<09:57,  1.35s/it, loss=0.3902]
Epoch 1/20:  45%|███████▏        | 359/800 [08:41<13:39,  1.86s/it, loss=0.3902]
Epoch 1/20:  45%|███████▏        | 359/800 [08:42<13:39,  1.86s/it, loss=0.7047]
Epoch 1/20:  45%|███████▏        | 360/800 [08:42<11:09,  1.52s/it, loss=0.7047]
Epoch 1/20:  45%|███████▏        | 360/800 [08:44<11:09,  1.52s/it, loss=0.6928]
Epoch 1/20:  45%|███████▏        | 361/800 [08:44<12:54,  1.76s/it, loss=0.6928]
Epoch 1/20:  45%|███████▏        | 361/800 [08:45<12:54,  1.76s/it, loss=0.6782]
Epoch 1/20:  45%|███████▏        | 362/800 [08:45<10:44,  1.47s/it, loss=0.6782]
Epoch 1/20:  45%|███████▏        | 362/800 [08:48<10:44,  1.47s/it, loss=0.3872]
Epoch 1/20:  45%|███████▎        | 363/800 [08:48<13:45,  1.89s/it, loss=0.3872]
Epoch 1/20:  45%|███████▎        | 363/800 [08:48<13:45,  1.89s/it, loss=0.7671]
Epoch 1/20:  46%|███████▎        | 364/800 [08:48<11:05,  1.53s/it, loss=0.7671]
Epoch 1/20:  46%|███████▎        | 364/800 [08:52<11:05,  1.53s/it, loss=0.6606]
Epoch 1/20:  46%|███████▎        | 365/800 [08:52<15:49,  2.18s/it, loss=0.6606]
Epoch 1/20:  46%|███████▎        | 365/800 [08:53<15:49,  2.18s/it, loss=0.7376]
Epoch 1/20:  46%|███████▎        | 366/800 [08:53<12:40,  1.75s/it, loss=0.7376]
Epoch 1/20:  46%|███████▎        | 366/800 [08:55<12:40,  1.75s/it, loss=0.7888]
Epoch 1/20:  46%|███████▎        | 367/800 [08:55<12:49,  1.78s/it, loss=0.7888]
Epoch 1/20:  46%|███████▎        | 367/800 [08:55<12:49,  1.78s/it, loss=1.0199]
Epoch 1/20:  46%|███████▎        | 368/800 [08:55<10:29,  1.46s/it, loss=1.0199]
Epoch 1/20:  46%|███████▎        | 368/800 [08:58<10:29,  1.46s/it, loss=0.7539]
Epoch 1/20:  46%|███████▍        | 369/800 [08:58<13:47,  1.92s/it, loss=0.7539]
Epoch 1/20:  46%|███████▍        | 369/800 [08:59<13:47,  1.92s/it, loss=0.4731]
Epoch 1/20:  46%|███████▍        | 370/800 [08:59<11:05,  1.55s/it, loss=0.4731]
Epoch 1/20:  46%|███████▍        | 370/800 [09:01<11:05,  1.55s/it, loss=0.4784]
Epoch 1/20:  46%|███████▍        | 371/800 [09:01<10:43,  1.50s/it, loss=0.4784]
Epoch 1/20:  46%|███████▍        | 371/800 [09:01<10:43,  1.50s/it, loss=0.4244]
Epoch 1/20:  46%|███████▍        | 372/800 [09:01<09:04,  1.27s/it, loss=0.4244]
Epoch 1/20:  46%|███████▍        | 372/800 [09:03<09:04,  1.27s/it, loss=0.9240]
Epoch 1/20:  47%|███████▍        | 373/800 [09:03<10:11,  1.43s/it, loss=0.9240]
Epoch 1/20:  47%|███████▍        | 373/800 [09:04<10:11,  1.43s/it, loss=0.9953]
Epoch 1/20:  47%|███████▍        | 374/800 [09:04<08:37,  1.21s/it, loss=0.9953]
Epoch 1/20:  47%|███████▍        | 374/800 [09:05<08:37,  1.21s/it, loss=0.5032]
Epoch 1/20:  47%|███████▌        | 375/800 [09:05<09:23,  1.33s/it, loss=0.5032]
Epoch 1/20:  47%|███████▌        | 375/800 [09:06<09:23,  1.33s/it, loss=0.8211]
Epoch 1/20:  47%|███████▌        | 376/800 [09:06<08:21,  1.18s/it, loss=0.8211]
Epoch 1/20:  47%|███████▌        | 376/800 [09:09<08:21,  1.18s/it, loss=0.6351]
Epoch 1/20:  47%|███████▌        | 377/800 [09:09<12:42,  1.80s/it, loss=0.6351]
Epoch 1/20:  47%|███████▌        | 377/800 [09:10<12:42,  1.80s/it, loss=0.5783]
Epoch 1/20:  47%|███████▌        | 378/800 [09:10<10:15,  1.46s/it, loss=0.5783]
Epoch 1/20:  47%|███████▌        | 378/800 [09:15<10:15,  1.46s/it, loss=0.5322]
Epoch 1/20:  47%|███████▌        | 379/800 [09:15<16:51,  2.40s/it, loss=0.5322]
Epoch 1/20:  47%|███████▌        | 379/800 [09:15<16:51,  2.40s/it, loss=0.6997]
Epoch 1/20:  48%|███████▌        | 380/800 [09:15<13:08,  1.88s/it, loss=0.6997]
Epoch 1/20:  48%|███████▌        | 380/800 [09:20<13:08,  1.88s/it, loss=0.6178]
Epoch 1/20:  48%|███████▌        | 381/800 [09:20<18:17,  2.62s/it, loss=0.6178]
Epoch 1/20:  48%|███████▌        | 381/800 [09:20<18:17,  2.62s/it, loss=0.6262]
Epoch 1/20:  48%|███████▋        | 382/800 [09:20<14:14,  2.04s/it, loss=0.6262]
Epoch 1/20:  48%|███████▋        | 382/800 [09:23<14:14,  2.04s/it, loss=0.5930]
Epoch 1/20:  48%|███████▋        | 383/800 [09:23<14:40,  2.11s/it, loss=0.5930]
Epoch 1/20:  48%|███████▋        | 383/800 [09:23<14:40,  2.11s/it, loss=0.2985]
Epoch 1/20:  48%|███████▋        | 384/800 [09:23<11:47,  1.70s/it, loss=0.2985]
Epoch 1/20:  48%|███████▋        | 384/800 [09:26<11:47,  1.70s/it, loss=0.6779]
Epoch 1/20:  48%|███████▋        | 385/800 [09:26<12:37,  1.83s/it, loss=0.6779]
Epoch 1/20:  48%|███████▋        | 385/800 [09:26<12:37,  1.83s/it, loss=0.5588]
Epoch 1/20:  48%|███████▋        | 386/800 [09:26<10:18,  1.49s/it, loss=0.5588]
Epoch 1/20:  48%|███████▋        | 386/800 [09:28<10:18,  1.49s/it, loss=0.5834]
Epoch 1/20:  48%|███████▋        | 387/800 [09:28<09:58,  1.45s/it, loss=0.5834]
Epoch 1/20:  48%|███████▋        | 387/800 [09:28<09:58,  1.45s/it, loss=0.7635]
Epoch 1/20:  48%|███████▊        | 388/800 [09:28<08:40,  1.26s/it, loss=0.7635]
Epoch 1/20:  48%|███████▊        | 388/800 [09:30<08:40,  1.26s/it, loss=0.7502]
Epoch 1/20:  49%|███████▊        | 389/800 [09:30<08:52,  1.30s/it, loss=0.7502]
Epoch 1/20:  49%|███████▊        | 389/800 [09:31<08:52,  1.30s/it, loss=0.8534]
Epoch 1/20:  49%|███████▊        | 390/800 [09:31<08:30,  1.25s/it, loss=0.8534]
Epoch 1/20:  49%|███████▊        | 390/800 [09:33<08:30,  1.25s/it, loss=0.4809]
Epoch 1/20:  49%|███████▊        | 391/800 [09:33<09:06,  1.34s/it, loss=0.4809]
Epoch 1/20:  49%|███████▊        | 391/800 [09:34<09:06,  1.34s/it, loss=0.4946]
Epoch 1/20:  49%|███████▊        | 392/800 [09:34<08:54,  1.31s/it, loss=0.4946]
Epoch 1/20:  49%|███████▊        | 392/800 [09:36<08:54,  1.31s/it, loss=0.6086]
Epoch 1/20:  49%|███████▊        | 393/800 [09:36<09:54,  1.46s/it, loss=0.6086]
Epoch 1/20:  49%|███████▊        | 393/800 [09:36<09:54,  1.46s/it, loss=0.4798]
Epoch 1/20:  49%|███████▉        | 394/800 [09:36<08:19,  1.23s/it, loss=0.4798]
Epoch 1/20:  49%|███████▉        | 394/800 [09:38<08:19,  1.23s/it, loss=0.4824]
Epoch 1/20:  49%|███████▉        | 395/800 [09:38<10:16,  1.52s/it, loss=0.4824]
Epoch 1/20:  49%|███████▉        | 395/800 [09:39<10:16,  1.52s/it, loss=0.5890]
Epoch 1/20:  50%|███████▉        | 396/800 [09:39<08:31,  1.26s/it, loss=0.5890]
Epoch 1/20:  50%|███████▉        | 396/800 [09:42<08:31,  1.26s/it, loss=0.6882]
Epoch 1/20:  50%|███████▉        | 397/800 [09:42<12:14,  1.82s/it, loss=0.6882]
Epoch 1/20:  50%|███████▉        | 397/800 [09:43<12:14,  1.82s/it, loss=0.7356]
Epoch 1/20:  50%|███████▉        | 398/800 [09:43<09:59,  1.49s/it, loss=0.7356]
Epoch 1/20:  50%|███████▉        | 398/800 [09:46<09:59,  1.49s/it, loss=0.3393]
Epoch 1/20:  50%|███████▉        | 399/800 [09:46<13:02,  1.95s/it, loss=0.3393]
Epoch 1/20:  50%|███████▉        | 399/800 [09:47<13:02,  1.95s/it, loss=0.7341]
Epoch 1/20:  50%|████████        | 400/800 [09:47<10:36,  1.59s/it, loss=0.7341]
Epoch 1/20:  50%|████████        | 400/800 [09:48<10:36,  1.59s/it, loss=0.5909]
Epoch 1/20:  50%|████████        | 401/800 [09:48<09:35,  1.44s/it, loss=0.5909]
Epoch 1/20:  50%|████████        | 401/800 [09:49<09:35,  1.44s/it, loss=0.4781]
Epoch 1/20:  50%|████████        | 402/800 [09:49<08:12,  1.24s/it, loss=0.4781]
Epoch 1/20:  50%|████████        | 402/800 [09:50<08:12,  1.24s/it, loss=1.1215]
Epoch 1/20:  50%|████████        | 403/800 [09:50<09:25,  1.42s/it, loss=1.1215]
Epoch 1/20:  50%|████████        | 403/800 [09:51<09:25,  1.42s/it, loss=0.5515]
Epoch 1/20:  50%|████████        | 404/800 [09:51<08:01,  1.22s/it, loss=0.5515]
Epoch 1/20:  50%|████████        | 404/800 [09:54<08:01,  1.22s/it, loss=0.7523]
Epoch 1/20:  51%|████████        | 405/800 [09:54<11:50,  1.80s/it, loss=0.7523]
Epoch 1/20:  51%|████████        | 405/800 [09:55<11:50,  1.80s/it, loss=0.6638]
Epoch 1/20:  51%|████████        | 406/800 [09:55<09:46,  1.49s/it, loss=0.6638]
Epoch 1/20:  51%|████████        | 406/800 [09:57<09:46,  1.49s/it, loss=0.5145]
Epoch 1/20:  51%|████████▏       | 407/800 [09:57<10:56,  1.67s/it, loss=0.5145]
Epoch 1/20:  51%|████████▏       | 407/800 [09:58<10:56,  1.67s/it, loss=0.6971]
Epoch 1/20:  51%|████████▏       | 408/800 [09:58<09:05,  1.39s/it, loss=0.6971]
Epoch 1/20:  51%|████████▏       | 408/800 [10:00<09:05,  1.39s/it, loss=0.5032]
Epoch 1/20:  51%|████████▏       | 409/800 [10:00<09:43,  1.49s/it, loss=0.5032]
Epoch 1/20:  51%|████████▏       | 409/800 [10:00<09:43,  1.49s/it, loss=0.6449]
Epoch 1/20:  51%|████████▏       | 410/800 [10:00<08:15,  1.27s/it, loss=0.6449]
Epoch 1/20:  51%|████████▏       | 410/800 [10:03<08:15,  1.27s/it, loss=0.7258]
Epoch 1/20:  51%|████████▏       | 411/800 [10:03<10:09,  1.57s/it, loss=0.7258]
Epoch 1/20:  51%|████████▏       | 411/800 [10:03<10:09,  1.57s/it, loss=0.6499]
Epoch 1/20:  52%|████████▏       | 412/800 [10:03<08:29,  1.31s/it, loss=0.6499]
Epoch 1/20:  52%|████████▏       | 412/800 [10:06<08:29,  1.31s/it, loss=0.9793]
Epoch 1/20:  52%|████████▎       | 413/800 [10:06<11:04,  1.72s/it, loss=0.9793]
Epoch 1/20:  52%|████████▎       | 413/800 [10:07<11:04,  1.72s/it, loss=0.4408]
Epoch 1/20:  52%|████████▎       | 414/800 [10:07<09:07,  1.42s/it, loss=0.4408]
Epoch 1/20:  52%|████████▎       | 414/800 [10:12<09:07,  1.42s/it, loss=0.8330]
Epoch 1/20:  52%|████████▎       | 415/800 [10:12<15:57,  2.49s/it, loss=0.8330]
Epoch 1/20:  52%|████████▎       | 415/800 [10:12<15:57,  2.49s/it, loss=0.4231]
Epoch 1/20:  52%|████████▎       | 416/800 [10:12<12:25,  1.94s/it, loss=0.4231]
Epoch 1/20:  52%|████████▎       | 416/800 [10:16<12:25,  1.94s/it, loss=0.4797]
Epoch 1/20:  52%|████████▎       | 417/800 [10:16<14:53,  2.33s/it, loss=0.4797]
Epoch 1/20:  52%|████████▎       | 417/800 [10:16<14:53,  2.33s/it, loss=0.5879]
Epoch 1/20:  52%|████████▎       | 418/800 [10:16<11:47,  1.85s/it, loss=0.5879]
Epoch 1/20:  52%|████████▎       | 418/800 [10:20<11:47,  1.85s/it, loss=0.4877]
Epoch 1/20:  52%|████████▍       | 419/800 [10:20<14:49,  2.34s/it, loss=0.4877]
Epoch 1/20:  52%|████████▍       | 419/800 [10:21<14:49,  2.34s/it, loss=0.5435]
Epoch 1/20:  52%|████████▍       | 420/800 [10:21<11:38,  1.84s/it, loss=0.5435]
Epoch 1/20:  52%|████████▍       | 420/800 [10:23<11:38,  1.84s/it, loss=0.8050]
Epoch 1/20:  53%|████████▍       | 421/800 [10:23<12:48,  2.03s/it, loss=0.8050]
Epoch 1/20:  53%|████████▍       | 421/800 [10:24<12:48,  2.03s/it, loss=0.4869]
Epoch 1/20:  53%|████████▍       | 422/800 [10:24<10:11,  1.62s/it, loss=0.4869]
Epoch 1/20:  53%|████████▍       | 422/800 [10:28<10:11,  1.62s/it, loss=0.6589]
Epoch 1/20:  53%|████████▍       | 423/800 [10:28<14:39,  2.33s/it, loss=0.6589]
Epoch 1/20:  53%|████████▍       | 423/800 [10:28<14:39,  2.33s/it, loss=0.7112]
Epoch 1/20:  53%|████████▍       | 424/800 [10:28<11:41,  1.87s/it, loss=0.7112]
Epoch 1/20:  53%|████████▍       | 424/800 [10:35<11:41,  1.87s/it, loss=0.8908]
Epoch 1/20:  53%|████████▌       | 425/800 [10:35<20:44,  3.32s/it, loss=0.8908]
Epoch 1/20:  53%|████████▌       | 425/800 [10:36<20:44,  3.32s/it, loss=0.7168]
Epoch 1/20:  53%|████████▌       | 426/800 [10:36<15:45,  2.53s/it, loss=0.7168]
